Date,EQ_Australia,EQ_US,EQ_UK,EQ_Japan,EQ_China,EQ_India,EQ_Brazil,FI_Australia_10,FI_US_10,FI_UK_10,FI_Japan_10,FI_China_5,FI_India_5,FX_Japan,FX_UK,FX_Australia,FX_Brazil,FX_India
1/10/2021,6.350853148,13.75277775,8.032026018,5.581721191,7.028903446,3.978308114,1.758624334,2.77643341,2.534219724,3.18689037,2.848282177,1.22162143,1.231592977,65.2674,90.3634,180.9009,175.4642,196.7232
30/9/2021,6.480415447,13.59651671,8.099871334,5.704882119,7.028903446,3.998464816,1.729170041,2.778488216,2.519852969,3.181044646,2.843023194,1.221602492,1.231807934,65.0104,89.6972,179.4837,172.8856,196.394
29/9/2021,6.360685369,13.75951141,8.11809327,5.727665511,7.007621869,4.020220258,1.731604903,2.776880943,2.516954999,3.189750048,2.844090096,1.22212007,1.23240784,64.7148,89.4573,178.6635,173.7361,196.6016
28/9/2021,6.429976592,13.73667054,8.026660085,5.809246281,7.023787452,4.029253829,1.71673415,2.783776346,2.517688533,3.188769042,2.841287789,1.221186218,1.231072363,65.0233,90.1572,179.958,173.2247,196.8327
27/9/2021,6.525968536,14.02155398,8.067007191,5.825877809,7.011001035,4.054035871,1.771137538,2.797956163,2.529713191,3.200408679,2.846763597,1.220493164,1.230465095,65.2699,91.3303,181.3025,174.4131,197.3654
24/9/2021,6.489221716,14.06036251,8.053424128,5.83424997,6.854735864,4.054249332,1.766924533,2.796847927,2.534882551,3.211222982,2.848135668,1.22072898,1.232275161,65.4178,91.1571,180.6313,176.217,197.7431
23/9/2021,6.513138171,14.03971921,8.084143341,5.702508575,6.802674259,4.048009887,1.77957471,2.835539008,2.546729199,3.214570711,2.852251086,1.220861919,1.235272283,65.7568,91.5905,181.7516,177.1925,197.8534
22/9/2021,6.447945012,13.87093219,8.089209886,5.70247481,6.796878767,3.985828772,1.752220062,2.832698115,2.565209526,3.249701182,2.852225485,1.221379533,1.234537553,66.1056,90.9777,180.6825,177.6203,197.2181
21/9/2021,6.427423189,13.74020252,7.972306879,5.761040083,6.901388343,3.989915209,1.720959884,2.829796511,2.566747344,3.246536503,2.850822849,1.219226417,1.234896726,66.3182,91.038,180.0863,178.1263,197.8752
20/9/2021,6.404452594,13.75081343,7.884317836,5.860402028,6.902233777,3.952991108,1.699462177,2.821034083,2.570301012,3.25090872,2.849412196,1.220070347,1.236214241,66.222,90.9182,180.112,176.3413,197.5
17/9/2021,6.541893005,13.98827636,7.952553844,5.860367258,6.903084786,3.996360476,1.740454427,2.82144295,2.55570738,3.234139379,2.849386578,1.22012543,1.233441747,65.8795,91.6047,181.0085,177.489,198.1649
16/9/2021,6.591524049,14.11688957,8.025483034,5.83240081,6.824008346,4.007024672,1.777681146,2.833581856,2.564733454,3.242725394,2.850781285,1.219504796,1.233783526,66.0242,91.8448,181.3573,178.5591,198.0505
15/9/2021,6.55297998,14.13845659,8.012722712,5.849542106,6.85865223,3.979783365,1.797943802,2.847126381,2.571110303,3.255720813,2.852140716,1.218859298,1.233897459,66.236,92.1381,182.2285,179.6808,198.0946
14/9/2021,6.570686868,14.01934682,8.032809252,5.91223184,6.971671708,3.948683715,1.815883393,2.832928597,2.57708309,3.26800631,2.849605351,1.22029565,1.232082147,66.0916,92.2849,182.428,178.9472,197.5443
13/9/2021,6.559632798,14.09696775,8.072080965,5.853154408,7.075566706,3.943673647,1.819840354,2.833636566,2.566120116,3.265594251,2.849579448,1.219647347,1.232565166,65.87,92.1984,183.2745,179.8181,197.5386
10/9/2021,6.542658843,14.06489384,8.027302327,5.836210065,7.088559065,3.94742014,1.787205204,2.839688963,2.562012626,3.261365867,2.850659983,1.220978833,1.233400013,65.9126,92.3183,183.474,178.7062,198
9/9/2021,6.509633407,14.173807,8.021626528,5.76162266,6.984480778,3.948016468,1.804480082,2.832659716,2.571438404,3.267860459,2.850670217,1.221083608,1.233020402,66.0514,92.3384,183.6487,180.0304,197.9744
8/9/2021,6.633785563,14.23826153,8.101585789,5.802550056,6.999527302,3.945035399,1.774459551,2.822351768,2.563295074,3.266395621,2.849251202,1.219877022,1.232779053,65.7046,91.7654,183.475,176.1526,197.6632
7/9/2021,6.647827303,14.25663729,8.163082397,5.757231357,7.067283974,3.945902268,1.844639787,2.834568392,2.554347614,3.268438606,2.850602458,1.221136403,1.231931805,65.741,91.8922,183.9734,181.2325,198.1532
6/9/2021,6.643115956,14.30484471,8.206275988,5.695367308,6.996928303,3.950030813,1.845097478,2.831144994,2.561935806,3.281204095,2.849479292,1.221291983,1.233602956,65.9571,92.1723,185.044,181.1886,198.9616
3/9/2021,6.61969395,14.30490974,8.150541377,5.623428085,6.883283752,3.93826818,1.830900303,2.839783286,2.561860116,3.274608093,2.851943949,1.222347792,1.234675457,66.0901,92.4523,185.4676,180.3465,199.172
2/9/2021,6.585778047,14.30942214,8.179733456,5.5344422,6.864581158,3.918518907,1.827332388,2.846107577,2.568454899,3.285591107,2.853337094,1.222098216,1.233690975,65.8684,92.1727,184.2005,180.5928,199.0137
1/9/2021,6.580079689,14.2667987,8.150094662,5.526649483,6.877647455,3.882809307,1.870353594,2.835495009,2.566363498,3.281109227,2.853588505,1.223018416,1.23247724,65.851,91.8529,183.5552,180.4877,198.9329
31/8/2021,6.581119414,14.26147147,8.115759354,5.470560048,6.714129306,3.896122734,1.861171739,2.857923878,2.56628826,3.274859427,2.854963811,1.221904287,1.230548002,65.8936,91.6398,181.9394,181.6147,199.1275
30/8/2021,6.554188462,14.27915794,8.148049874,5.441060131,6.747963619,3.850940698,1.876647311,2.854474102,2.57083476,3.287042086,2.856321208,1.221267985,1.230541612,65.936,91.6599,181.5181,180.4451,198.3843
27/8/2021,6.536710184,14.2171102,8.148068881,5.380198952,6.812141321,3.800203416,1.891789589,2.846341144,2.564158276,3.287027368,2.854628519,1.222343167,1.229175709,65.9968,91.8134,182.0425,179.7553,197.2342
26/8/2021,6.538775579,14.09259807,8.12183561,5.398515849,6.769977149,3.785275389,1.861603006,2.850627966,2.556488243,3.27998662,2.856011254,1.221052731,1.228086168,65.7935,91.3137,180.352,177.8882,195.7866
25/8/2021,6.569607854,14.17468816,8.143981364,5.399343119,6.940261775,3.785333781,1.894872588,2.857340243,2.556391311,3.281913129,2.855982759,1.221073472,1.228684233,65.8478,91.5468,180.875,179.3108,195.708
24/8/2021,6.540082363,14.14316456,8.116278741,5.395235128,6.916092836,3.783660175,1.885788189,2.859392186,2.568293041,3.302011288,2.855946597,1.220473652,1.228093736,66.0527,91.4406,180.5523,178.13,195.8174
23/8/2021,6.528354627,14.12205069,8.097209385,5.342035388,6.827309045,3.755064057,1.843243892,2.871833726,2.576322583,3.302406539,2.857331042,1.219516612,1.228450316,66.0172,91.4405,179.4328,173.6938,195.7352
20/8/2021,6.5006828,14.00151904,8.073175158,5.245880393,6.763720196,3.74505568,1.852794545,2.879593507,2.575065703,3.30660795,2.859011757,1.220483333,1.22844908,65.9939,90.814,177.716,173.6638,195.2249
19/8/2021,6.503053378,13.887822,8.040118379,5.291897501,6.957963859,3.772559953,1.839265181,2.871378404,2.578623423,3.301281876,2.857598852,1.220638528,1.229632588,66.0125,90.9873,178.264,172.5125,195.5895
18/8/2021,6.533983383,13.86955978,8.146356236,5.366456413,7.083473684,3.773125541,1.831471011,2.859831616,2.571172695,3.293167133,2.857571221,1.220172103,1.229630535,65.893,91.6203,180.0563,173.2913,195.5629
17/8/2021,6.541643787,14.01764406,8.159772706,5.343158718,6.97545204,3.78413427,1.851690014,2.859514738,2.574559641,3.294761315,2.858937446,1.220059717,1.227820292,66.1523,91.4737,180.2559,176.3824,195.2635
16/8/2021,6.585173025,14.11650633,8.128963803,5.369203154,7.147546309,3.772673026,1.872159013,2.858102335,2.574852858,3.290429046,2.858631372,1.219713689,1.226007892,66.3406,92.2668,182.5459,177.4565,195.5104
13/8/2021,6.625518894,14.07926549,8.202533633,5.456777336,7.148968478,3.765520273,1.90421795,2.841379554,2.56546525,3.292949959,2.85469258,1.221053285,1.226006307,66.0813,92.4067,183.5172,177.854,195.4839
12/8/2021,6.586747796,14.05618847,8.17359967,5.448821734,7.145883924,3.728641024,1.896894094,2.847512011,2.548893503,3.28251581,2.854413318,1.220771015,1.225049436,65.645,92.0738,182.7225,177.6227,195.4344
11/8/2021,6.575006186,14.01120562,8.173569514,5.450265393,7.236127586,3.71007473,1.9186014,2.838912344,2.551508241,3.292322223,2.851581326,1.219942715,1.224682968,65.6338,92.4872,183.7184,178.6302,194.919
10/8/2021,6.556146316,13.97621794,8.106682756,5.400582963,7.283186504,3.710184558,1.921311502,2.844022069,2.550632507,3.287816848,2.854350431,1.221051721,1.225195915,65.5278,92.181,182.8232,179.7152,194.9225
9/8/2021,6.535202565,13.9624255,8.074164776,5.381191851,7.127421065,3.705773244,1.934573024,2.844979367,2.556344184,3.289035937,2.857407309,1.221189866,1.225797599,65.7245,92.2809,182.5496,178.1603,195.3261
6/8/2021,6.535195954,13.97457574,8.063598773,5.381160544,7.008753755,3.701525615,1.93170597,2.84904934,2.562824286,3.27887684,2.857381974,1.223784432,1.22338496,65.7251,92.4009,182.9732,178.2215,195.6022
5/8/2021,6.511503245,13.94962494,8.060765536,5.380125526,7.03255899,3.714941796,1.913593575,2.855733721,2.579156456,3.306410813,2.858802999,1.223764898,1.22626787,66.0432,92.8343,184.3429,177.577,195.5164
4/8/2021,6.504587777,13.86544583,8.055501189,5.359036414,7.083824563,3.706824499,1.916647179,2.85961,2.586801165,3.309124317,2.860197488,1.223038386,1.226383655,66.1765,92.6143,183.6468,180.3027,195.4604
3/8/2021,6.479696722,13.92989322,8.035006951,5.386086326,7.091662784,3.678176265,1.94499453,2.854090929,2.589026439,3.307430353,2.858743034,1.223587006,1.225165215,66.4562,92.7409,183.971,179.2778,195.1814
2/8/2021,6.494397448,13.81660658,8.007884002,5.410902956,7.049357735,3.622715559,1.928701626,2.850860153,2.589315501,3.307583988,2.857043831,1.223900046,1.225279409,66.3412,92.5943,183.2749,180.041,194.9918
30/7/2021,6.408714694,13.84212808,7.952016771,5.302180063,6.837653843,3.595214552,1.917842892,2.846585126,2.573736665,3.296362047,2.857017102,1.222378777,1.225525714,66.0155,92.621,182.7778,178.706,194.7761
29/7/2021,6.430174082,13.91634975,8.004182194,5.37563571,6.993884452,3.599314545,1.979258427,2.855362882,2.566451487,3.294790993,2.856736831,1.220387871,1.225591795,66.1729,93.061,184.0729,183.2702,195.101
28/7/2021,6.397132638,13.85651292,7.931519305,5.353549724,6.934827109,3.583417237,1.989263877,2.856374069,2.567901895,3.293483214,2.858094252,1.221400451,1.22632619,65.8609,92.5279,182.8552,181.9566,194.8322
27/7/2021,6.442268357,13.85905001,7.908302252,5.404799782,6.859097811,3.591317971,1.963306842,2.845070949,2.574389716,3.299197066,2.8566639,1.222201744,1.227187803,66.1138,92.528,183.2295,180.0174,194.5768
26/7/2021,6.410101888,13.92468737,7.941492761,5.370127328,7.142972898,3.60934696,1.985640197,2.8491414,2.564612547,3.293628316,2.85802128,1.223864294,1.227561015,65.701,92.1484,183.703,179.7867,194.6683
23/7/2021,6.410170484,13.89150456,7.943938204,5.310942098,7.481006975,3.617124324,1.971039846,2.846161044,2.562584133,3.289604918,2.859099894,1.220894806,1.22732367,65.5651,91.6888,183.4053,178.9397,194.6644
22/7/2021,6.403276395,13.75146624,7.876942768,5.310905332,7.580663658,3.609471167,1.98866797,2.843484814,2.566527991,3.294849502,2.85907139,1.219996562,1.227210579,65.8158,91.7355,183.4807,178.8476,194.4873
21/7/2021,6.335922511,13.72281144,7.909389781,5.310867912,7.57561936,3.565934662,1.985604797,2.849178346,2.562948443,3.282967581,2.859042535,1.220454383,1.229531034,65.7091,91.2824,182.934,179.2843,194.0723
20/7/2021,6.286946259,13.61070554,7.777004613,5.26755225,7.578723002,3.566585992,1.977640663,2.846773933,2.5798831,3.295863234,2.857952271,1.219373179,1.229564515,65.9548,90.8295,182.4121,178.1027,194.0441
19/7/2021,6.316200864,13.40709176,7.735497117,5.318381582,7.610085255,3.594691196,1.962124006,2.833357261,2.586368543,3.296205776,2.856538887,1.218375474,1.228630576,66.263,91.0961,182.4377,177.0505,193.3421
16/7/2021,6.37006517,13.62312941,7.920524418,5.388214113,7.575265206,3.634295539,1.987196562,2.82051846,2.558789973,3.276303062,2.856545857,1.218670329,1.227306272,65.8365,91.8161,184.5549,181.7427,194.1315
15/7/2021,6.359478475,13.7266866,7.924982606,5.408870647,7.689061504,3.635140598,2.011354885,2.818338005,2.558861831,3.26509704,2.857903479,1.216704853,1.22647636,65.8731,92.1359,184.7792,181.8275,194.1415
14/7/2021,6.375749814,13.77139442,8.014477843,5.474507825,7.537572058,3.618918484,2.02653522,2.805086985,2.545219229,3.275341534,2.856517493,1.21854577,1.226499843,65.9097,92.3226,186.0988,183.2479,193.9991
13/7/2021,6.356117388,13.753763,8.052388144,5.486963946,7.646390377,3.609787478,2.023136351,2.806837549,2.53157209,3.273834736,2.854268411,1.218280562,1.225077941,65.6476,92.2425,185.8003,179.9511,194.2148
12/7/2021,6.357329273,13.80234446,8.053192742,5.447018633,7.615814013,3.583049788,2.014451686,2.810356348,2.543475801,3.268703873,2.852853602,1.217405417,1.223638753,65.6721,92.5091,186.3732,179.5432,193.9744
9/7/2021,6.305162256,13.75494668,8.049207533,5.332787382,7.547744137,3.583062084,1.980619687,2.804043101,2.54492691,3.265652775,2.853677752,1.212544642,1.224642939,65.78,92.3492,186.274,176.5693,193.7952
8/7/2021,6.36421702,13.60143512,7.946124966,5.354887884,7.588577004,3.592213649,1.980986474,2.807039586,2.560481766,3.278685285,2.853926062,1.213619486,1.225738887,66.0202,91.7827,185.2288,176.5382,193.5616
7/7/2021,6.351573675,13.7162199,8.076628431,5.403254374,7.728218979,3.626413531,2.006468777,2.795852287,2.552642801,3.281069836,2.85225732,1.210949583,1.220916693,65.5018,91.9426,186.3739,177.449,193.779
6/7/2021,6.294675386,13.67034627,8.020011949,5.450117318,7.685813148,3.613024099,1.976433333,2.770889522,2.541320948,3.272145901,2.849466693,1.210781983,1.219122424,65.5262,91.8228,186.3495,178.5482,193.9296
5/7/2021,6.3407633,13.69749727,8.092348495,5.434716873,7.654535401,3.617279595,2.005641874,2.782808745,2.526902585,3.247677319,2.851076613,1.210999275,1.222889923,65.3673,92.3426,187.4948,182.1708,194.527
2/7/2021,6.335212445,13.69757223,8.045339232,5.45509438,7.670413215,3.591926606,2.017084338,2.770933988,2.526807218,3.25117815,2.849700104,1.212217047,1.223268048,65.18,91.9895,186.6988,183.414,193.3527
1/7/2021,6.29795109,13.59394385,8.047494362,5.407377046,7.953060134,3.582938459,1.986543125,2.758068233,2.51565389,3.243529814,2.846929439,1.21120646,1.225467447,64.9762,91.7363,185.8788,183.7711,193.8189
30/6/2021,6.338646384,13.52250577,7.947289075,5.419499108,7.898432861,3.593072096,2.004855468,2.750601623,2.523690665,3.246893861,2.842764939,1.209859561,1.224531883,65.2577,91.9632,186.6018,186.6758,194.3833
29/6/2021,6.328430878,13.50425513,8.00386498,5.435943872,7.860434788,3.599727852,2.013527477,2.755577535,2.515464474,3.240119025,2.842476725,1.209993253,1.225607336,65.589,92.2365,187.0506,187.137,194.6168
28/6/2021,6.325133425,13.49940758,7.987422454,5.474668299,7.960499499,3.613960902,2.015492816,2.741777763,2.515755561,3.244963935,2.842701643,1.209466707,1.22357362,65.5719,92.5297,188.2958,188.2407,194.6902
25/6/2021,6.325788192,13.46830665,8.058702947,5.466223004,7.971044242,3.624966596,2.013095155,2.747997739,2.502498951,3.227548688,2.844060049,1.209951388,1.225198652,65.4129,92.6431,188.9688,187.9161,194.6491
24/6/2021,6.297419434,13.42345509,8.029252013,5.42287982,7.825827995,3.609572971,2.049166965,2.747885431,2.513411547,3.237728734,2.842674531,1.21015707,1.226803439,65.3783,92.7364,188.6958,188.6387,194.6995
23/6/2021,6.317374695,13.34482348,7.982215698,5.428528602,7.791086061,3.586335809,2.03232369,2.748296704,2.513316898,3.225783941,2.842648583,1.209789432,1.225781636,65.3376,93.0497,188.597,186.6189,194.3757
22/6/2021,6.355094153,13.35933643,8.00024171,5.457432844,7.792188889,3.606581244,2.038031971,2.74057802,2.516705876,3.226901985,2.842892811,1.209453354,1.226203837,65.4917,92.8899,187.7017,186.868,194.1242
21/6/2021,6.262577456,13.29129595,7.968987254,5.290069574,7.727625949,3.601209272,2.046253499,2.761065171,2.513515986,3.229364959,2.845355588,1.209218512,1.22740601,65.8074,92.8166,187.5779,184.7662,194.7759
18/6/2021,6.378162392,13.10722975,7.918435807,5.421233915,7.781969485,3.587405745,2.032987165,2.738314242,2.52154879,3.235617415,2.842303956,1.205474704,1.229836697,65.7724,92.0838,186.6078,182.0109,195.3726
17/6/2021,6.369668512,13.28094671,8.071876337,5.468570564,7.84691382,3.589879539,2.027821332,2.726582725,2.50729679,3.227132512,2.839532761,1.20578834,1.228236885,65.7253,92.6037,187.7792,184.9647,194.7927
16/6/2021,6.393155195,13.2864332,8.105889482,5.502748707,7.84295976,3.606892541,2.04719986,2.756127554,2.494038348,3.236875176,2.843634323,1.206867057,1.228661878,65.9772,93.9833,191.8123,183.2273,196.7504
15/6/2021,6.387347559,13.35832588,8.091847048,5.501655614,7.953880975,3.6308144,2.060708867,2.766201312,2.509812386,3.23114448,2.844983682,1.204968335,1.231097691,65.8459,93.8168,191.2657,183.5322,196.7599
14/6/2021,6.329229849,13.38485368,8.062764906,5.457813218,8.060425303,3.618317606,2.06290848,2.767644569,2.509326103,3.236860357,2.847726402,1.205192132,1.235529061,65.9004,94.0501,191.8887,182.9116,196.8282
11/6/2021,6.329221861,13.35736113,8.048552396,5.441820423,8.061200515,3.615286447,2.051094045,2.767528692,2.518136103,3.246641536,2.847986772,1.205211937,1.235957306,66.0993,93.9968,191.6654,180.8779,197.335
10/6/2021,6.320561459,13.33117589,7.996820768,5.44933458,8.1434284,3.600617995,2.061494244,2.768423482,2.518592077,3.234697934,2.843832661,1.205958495,1.235242484,66.2571,94.4034,193.0851,183.0602,197.3615
9/6/2021,6.292600856,13.26888329,7.987147404,5.450442745,8.08276656,3.574682755,2.059129671,2.745949796,2.511527433,3.23578425,2.839643526,1.205739699,1.233991464,66.1248,94.057,192.439,182.8127,197.544
8/6/2021,6.311973009,13.29267082,8.00305795,5.46575204,8.066000938,3.599232836,2.057552182,2.732735914,2.502523063,3.223405203,2.836855538,1.206533734,1.234075032,66.2221,94.2837,192.614,183.8096,197.7312
7/6/2021,6.302706752,13.29012561,7.982929358,5.460699852,8.14991673,3.602457908,2.073556755,2.732865255,2.492750836,3.213914048,2.835450384,1.207071963,1.232370262,66.3499,94.497,193.262,183.3557,197.9374
4/6/2021,6.31406599,13.30046911,7.973731624,5.456041484,8.178774615,3.5844184,2.063551722,2.716459919,2.494976277,3.218256484,2.833777316,1.207147772,1.230663501,66.2172,94.3905,192.6654,183.202,197.3835
3/6/2021,6.283591416,13.18392164,7.968473056,5.454645366,8.118201783,3.589618462,2.055534798,2.723862187,2.479561532,3.205913631,2.834039612,1.209427557,1.231389364,65.7495,93.9575,190.4757,182.2023,197.6054
2/6/2021,6.246910975,13.22986614,8.011940541,5.409027453,8.159318996,3.563296948,2.055832205,2.715438512,2.48759393,3.215355514,2.835399714,1.208456086,1.230357334,66.1461,94.4642,192.9162,182.1774,197.1102
1/6/2021,6.181762445,13.20943316,7.980929623,5.364021475,8.221840539,3.563746544,2.034949996,2.711326114,2.482077531,3.20700733,2.835618296,1.210117206,1.229269342,66.2556,94.3711,193.1161,179.487,197.5729
31/5/2021,6.198252272,13.21559545,7.915754073,5.355080214,8.206325448,3.566308487,2.002692574,2.713943949,2.484689368,3.218000576,2.83534125,1.209045383,1.230740607,66.232,94.6711,192.6191,177.159,198.3079
28/5/2021,6.21354519,13.2156643,7.915788575,5.423166261,8.241720791,3.52832898,1.992605327,2.715333885,2.484622226,3.217979419,2.835317015,1.207921564,1.232451409,66.0517,94.6113,192.0226,176.9005,198.7246
27/5/2021,6.139571797,13.20394551,7.912509322,5.321081458,8.244629417,3.506752771,1.973934387,2.727547709,2.480761831,3.212149818,2.836677213,1.208696871,1.233478482,65.9923,94.485,192.4717,176.42,198.3053
26/5/2021,6.137538252,13.18746344,7.917716085,5.347921771,8.229132473,3.499204104,1.968232725,2.718578424,2.488365261,3.233280054,2.836652949,1.209854157,1.234967199,66.4709,94.1119,192.7464,173.9782,197.7393
25/5/2021,6.157147316,13.16265604,7.920969837,5.344689858,8.215014058,3.478748542,1.952620277,2.715725787,2.490318914,3.223220554,2.836610907,1.209154032,1.235022142,66.5938,94.2389,192.7974,173.3179,197.6966
24/5/2021,6.096836852,13.19059077,7.945563022,5.326616492,7.88770591,3.476207646,1.969492763,2.711594565,2.480157627,3.216448396,2.835488787,1.209566912,1.233178322,66.6558,94.3457,192.7733,173.7232,197.1422
21/5/2021,6.08316559,13.05991668,7.907800561,5.303336468,7.842127982,3.471899713,1.946928492,2.706450123,2.475245972,3.210383136,2.83489763,1.209993507,1.233009248,66.5342,94.2726,192.2011,172.129,197.4432
20/5/2021,6.07391582,13.06970212,7.909793393,5.278888313,7.936405967,3.411096606,1.948933347,2.696581135,2.474616039,3.208179592,2.834899286,1.208453162,1.232814054,66.6573,94.4994,193.3962,174.7823,196.6912
19/5/2021,5.997541344,12.93212639,7.821088955,5.276965101,7.902228931,3.440327019,1.94818226,2.696441877,2.46324699,3.205233955,2.836520463,1.20787052,1.231984839,66.6458,94.3531,193.0979,173.9036,196.4722
18/5/2021,6.113760139,12.9685403,7.915688525,5.311717242,7.942454198,3.458987224,1.953912405,2.69260464,2.4720643,3.19980805,2.835093818,1.206864377,1.231591504,66.5672,94.5868,194.07,175.5102,196.7631
17/5/2021,6.077059435,13.07840235,7.914153555,5.23127796,7.932522699,3.417452354,1.953522731,2.697713896,2.472403525,3.199077785,2.835095608,1.207130893,1.231760198,66.4582,94.2272,193.3987,175.0574,196.2374
14/5/2021,6.064881399,13.1116223,7.92628925,5.243943884,7.81353096,3.36205247,1.936997289,2.690357708,2.473950864,3.201439821,2.833947095,1.207696899,1.230473157,66.2828,93.9473,193.5987,175.0603,195.9879
13/5/2021,6.037630974,12.91798333,7.835977842,5.14819252,7.622724337,3.367121865,1.918594014,2.686256343,2.466055128,3.189766988,2.832277024,1.207165774,1.231170753,66.2472,93.5475,192.3548,173.8372,195.5956
12/5/2021,6.073001556,12.76053982,7.878202565,5.228619913,7.710086617,3.36792823,1.903017353,2.693824695,2.458723659,3.192292697,2.83503128,1.208011143,1.231227576,66.1514,93.6877,192.4305,173.9236,195.5508
11/5/2021,6.117859134,13.03852212,7.814525451,5.306465659,7.676391831,3.404099646,1.955000814,2.706498946,2.47480835,3.209291717,2.836374377,1.208544505,1.231180389,66.8163,94.4009,195.1448,176.7598,195.736
10/5/2021,6.183235605,13.15255735,8.012152693,5.435483184,7.591227762,3.425894726,1.938479265,2.707372406,2.479586026,3.222231052,2.834686667,1.208196621,1.231676801,66.6512,94.2478,195.7433,176.498,195.6676
7/5/2021,6.095285359,13.29105303,8.018962136,5.381944364,7.633513732,3.399307842,1.940789556,2.715298395,2.484772231,3.22633638,2.8335579,1.208025571,1.232159469,66.7439,93.1816,195.2713,176.1492,195.1968
6/5/2021,6.078821373,13.19165768,7.958770063,5.366187608,7.710140769,3.377516972,1.907370045,2.711663199,2.488585215,3.220470784,2.833248085,1.206493182,1.232179168,66.4695,92.5486,193.5048,174.7693,194.4964
5/5/2021,6.108202541,13.08285183,7.90970799,5.284978812,7.814501635,3.353758074,1.901954923,2.703189875,2.483271206,3.213930937,2.831842588,1.205677475,1.230322648,66.3546,92.6489,192.7093,172.2257,194.0486
4/5/2021,6.083663705,13.07367148,7.779245866,5.28495256,7.815345956,3.326658575,1.872737481,2.700121168,2.481190872,3.221161749,2.831811106,1.205697612,1.228345043,66.3675,92.5559,191.5902,169.4206,194.1455
3/5/2021,6.0500511,13.16166048,7.831680019,5.284926286,7.816191576,3.359165699,1.896815616,2.697741196,2.477895036,3.206797704,2.831788321,1.205717925,1.229787,66.4595,92.6828,193.1099,169.4244,193.8856
30/4/2021,6.047490991,13.12563472,7.83170453,5.284898543,7.817043475,3.359303736,1.892044831,2.698125134,2.472181774,3.206775753,2.831764747,1.205780491,1.229300366,66.3568,92.17,191.966,169.5623,193.4237
29/4/2021,6.096098041,13.21978626,7.822369165,5.314995073,7.893058045,3.420689993,1.910952225,2.70979563,2.469938121,3.20691704,2.830661644,1.204675943,1.228323516,66.6013,92.9168,193.2866,172.6526,193.5137
28/4/2021,6.080944387,13.13036956,7.82129149,5.314965165,7.7986939,3.413375696,1.926895848,2.70110271,2.474317037,3.219383446,2.830637009,1.204060238,1.228131197,66.6328,92.7372,193.3625,172.4646,192.6186
27/4/2021,6.054406769,13.14150195,7.80031444,5.299509009,7.787005167,3.365501975,1.900648209,2.701259912,2.473851,3.22530231,2.834670052,1.203713609,1.229495163,66.744,92.6775,193.363,169.0409,191.8204
26/4/2021,6.064504517,13.14432626,7.820720838,5.340122853,7.741986831,3.327578711,1.920089935,2.701393816,2.485497359,3.230851278,2.836002259,1.204271076,1.229283475,67.0781,92.5512,194.2106,169.503,191.6048
23/4/2021,6.077550453,13.12103762,7.793157855,5.331264492,7.863578406,3.295319477,1.919297067,2.702540735,2.486243673,3.234890856,2.838718804,1.207410718,1.228761399,67.1721,92.345,192.6933,168.2766,190.818
22/4/2021,6.073032646,12.97883884,7.792820106,5.352166554,7.752332061,3.310886264,1.901064978,2.710250959,2.488442474,3.235066163,2.838692363,1.206520981,1.225834511,67.0364,92.2587,192.2966,169.1584,190.9441
21/4/2021,6.023144197,13.09852557,7.741780604,5.256587804,7.783936056,3.286376005,1.912280766,2.702759384,2.486358978,3.235608463,2.837307381,1.206813634,1.223283928,67.0993,92.839,192.9455,165.4771,191.0806
20/4/2021,6.040467615,12.9778392,7.702030309,5.362538162,7.749418739,3.287094081,1.912509989,2.688075015,2.486700068,3.238872418,2.833170636,1.205743381,1.22331645,67.0815,92.9061,192.5238,165.4591,191.0451
19/4/2021,6.081684641,13.0663859,7.859476047,5.446887397,7.746865402,3.302315933,1.926630644,2.702290058,2.478158159,3.23107345,2.833711515,1.205077298,1.223012496,67.1258,93.213,193.1225,165.9951,191.0282
16/4/2021,6.079811347,13.13618884,7.881337392,5.458851366,7.58429309,3.362406406,1.929728629,2.702427478,2.484155023,3.228667955,2.832866713,1.204428068,1.2220059,66.6824,92.147,192.6009,164.8094,192.3393
15/4/2021,6.075267292,13.08905158,7.840907715,5.453973256,7.541560574,3.354690714,1.923361173,2.693487958,2.493622135,3.237324244,2.832021754,1.203999455,1.22231947,66.7324,91.8875,192.9509,163.9619,190.833
14/4/2021,6.044701305,12.94525919,7.784995423,5.434590192,7.628536198,3.337699808,1.917117839,2.693845746,2.469332938,3.214574941,2.832273395,1.20126861,1.223668175,66.5802,91.9479,192.5788,162.869,190.4739
13/4/2021,6.004966178,12.99690911,7.729948673,5.452286534,7.590470618,3.338322095,1.901448298,2.682194399,2.472096322,3.223263294,2.828989137,1.201500168,1.223657195,66.4347,91.555,190.0157,161.0027,190.4412
12/4/2021,6.00242069,12.95432492,7.728434195,5.441227256,7.602367288,3.294353693,1.89393862,2.691106396,2.459923765,3.219216493,2.827577729,1.203218556,1.223675246,66.302,91.5954,189.8675,160.5217,190.4083
9/4/2021,6.020618064,12.95675772,7.758331908,5.454778324,7.696071369,3.415713341,1.875960335,2.698050529,2.462283156,3.223547866,2.827577535,1.202419803,1.226281198,66.1637,91.4891,189.8439,161.9271,191.1557
